InnovationID,InnovationName,InnovationDescription,Category,Invention,Patents,CoInventor,Completed ,ConnectedWoman,Bundle
834,2015 Inventor of the CPR Wrap,"Jackson invented the CPR wrap for use in emergency situations. It prompts users in CPR steps & is made from eco-friendly non-woven fabric. She is now the founder, & inventor of CPR Wrap Inc. 2015. Jackson created the wrap after her 2-year-old son stopped breathing; she froze, & forgot how to administer CPR. Her husband stepped in to perform CPR, and saved their son's life. This traumatic event caused her to wonder how many other trained professionals might forget their training when faced with a traumatic emergency. Jackson’s company has started ‘Operation School Safety Initiative’ to raise money to supply CPR Wrap Kits in every classroom.",Medical Devices,CPR Template,10420905,None,yes,512,undefined
835,"1998 Sustainable Seas Expeditions at US National Marine Sanctuary ","Earle led the Sustainable Seas Expeditions, a five-year program sponsored by the National Geographic Society and funded by the Richard and Rhoda Goldman Fund to study the United States National Marine Sanctuary. During this time, Earle was a leader of the Sustainable Seas Expeditions, council chair for the Harte Research Institute for the Gulf of Mexico Studies at Texas A&M-Corpus Christi, and chair of the Advisory Council for the Ocean in Google Earth. ",Biology - Marine biology,None,None,NULL,yes,513,undefined
836,"Innovative treatment to address tinnitus, the hissing sound of silence","Shore led groundbreaking research on how the brain processes bi-sensory information, and how these processes can be harnessed for personalized stimulation to treat tinnitus. With that she developed together with David Martel the Michigan Tinnitus Device, based on research which found that auditory and somatosensory stimuli delivered to the face and neck reduces tinnitus by engaging damaged nerve cells to strengthen them to normal levels. ",Medicine - Audiology,Personalized auditory-somatosensory stimulation to treat tinnitus,10569082;9682232;9242067,David Martel; Seth Koehler,yes,514,undefined
837,"Founder of All Terrain Georgia, wheelchairs for off-road explorations","All Terrain Georgia is an initiative of Aimee Copeland Foundation (ACF) in partnership with Georgia Department of Natural Resources.  Our goal is to enable people with mobility impairments to enjoy the nurturing and healing qualities that the vast natural resources of our state has to offer. We have a vision of an inclusive Georgia where everyone has the opportunity to live and play in their own community.  ",Physical Therapy equipment,None,None,None,yes,823,undefined
838,Molecular Modeling of Olfactory Receptors,"De March’s research is focused on the description of olfaction process at the atomic level. In building a virtual olfactory system by means of computational and microbiology approaches, she can simulate the neuronal mechanism of the perception of smell. This helps to elucidate links between the structure of a chemical and its odor. She has also computationally investigated the interaction between odorant compounds and odorant receptors. De March’s long-term aim is to fully understand the link between odorant receptors and odorants at a molecular level, as well as between odorant receptors and odor perception.","Biology - Microbiology, Computational Chemistry","Devices, systems & methods for the electrochemical modulation of odorant molecule & synthetic odorant receptors; both have patents pending",None,Edgar Ngaborjamahina; Jeffrey Glass; Hiroaki Matsunami; Brian Stoner Kentaro Skegami; Maira H. Nagai,yes,516,undefined
839,"Duct Tape ","During the Second World War, Stoudt worked at the Green River Ordnance Plant in Amboy, Illinois packing ammunition boxes.[2] She recognized that the way ammunition boxes were sealed made them difficult for soldiers to open in a hurry.[3][4] She suggested this idea to her bosses at work, who did not implement the change.[5] On February 10, 1943, she wrote a letter to President Franklin D. Roosevelt explaining the problem and offering a solution:  I suggested we use a strong cloth tape to close seams, and make tab of same. It worked fine, I showed it to different government inspectors they said it was all right, but I could never get them to change tape.  — Vesta Stoudt to President Roosevelt, February 10, 1943[5] Roosevelt approved of the idea which he sent to the War Production Board, who wrote back to Stoudt:  The Ordnance Department has not only pressed this idea...but has now informed us that the change you have recommended has been approved with the comment that the idea is of exceptional merit.  — War Production Board's Ordnance Department to Vesta Stoudt, March 26, 1943,[6] They tasked the Revolite Corporation to create the product. Stoudt received the Chicago Tribune's War Worker Award for her idea and for her persistence with it. She is credited by Johnson and Johnson (The parent company of Revolite Corporation at the time) for the invention of duct tape. [1",Textile Engineering,Duct Tape,None,None,yes,517,undefined
840,modern retail franchising,Launched modern retail franchising; introduced flex time profit sharing & paid personal time off in her franchises. first to offer franchising opportunities only to poor working women,Business,"Franchise model for business  ",NULL,NULL,yes,195,undefined
842,"Railroad - Innovations and comforts in rail passenger carriages ","Dennis introduced multiple features in passenger railroad cars to improve the comfort of the passengers. These improvements included partially reclining seats, stain-resistant upholstery, larger dressing rooms for women; dimmable ceiling lights, and individual window vents (which she patented) to allow passengers to bring in fresh air while trapping dust.",Transportation - Railroad,Ventilator; Plate,1693108; 72763,None; her inventions appear under the name O.W. Dennis,yes,520,undefined
843,Faber–Jackson relation linking brightness of galaxies to speed of their stars,"In 1976, Faber observed the relationship between the brightness and spectra of galaxies and the orbital speeds and motions of the stars within them. The law that resulted would become known as the Faber–Jackson relation. Three years later, Faber and collaborator John S. Gallagher published a paper collecting all of the evidence for the existence of dark matter that had been published at that point. In 1983, she published original research showing that dark matter was not composed of fast-moving neutrinos (""hot dark matter"") and that instead, it was likely composed of slow-moving particles yet to be discovered (""cold dark matter""). ",Astronomy - Astrophysics,None,None,None,yes,519,undefined
844,1883 - Author of  Life Among the Piutes: Their Wrongs and Claims,"*In 1883, Winnemucca left her home in the Pacific Northwest and traveled across the United States.  * She delivered nearly 300 lectures, addressing injustices against Native Americans.  * The press called her the ""Paiute Princess.""  * Winnemucca’s autobiography, “Life Among the Piutes” was published in 1883, the ""first known autobiography written by a Native American woman.""",Activism - Native American (Paiute) Culture,None,None,None,yes,521,Social Justice
845,Bookseller,"opened the 1st bookstore devoted to mystery & detective fiction; began the 1st murder mystery weekend at Mohonk, NY in 1977",Bookseller,None,None,None,yes,522,undefined
846,Designed the Tiffany Daffodil lamp,"Driscoll's artistic potential was apparent and she was hired by Louis Comfort Tiffany to work at Tiffany Glass Company (later known as Tiffany Studios) in 1888.[7] She worked there off and on for more than 20 years, designing lamps and fancy goods as well as supervising the Women's Glass Cutting Department.[7] Engaged or married women were not allowed to work at the company, so Driscoll had to leave because of her marriage in 1889. After Driscoll's first husband Francis Driscoll died in 1892, she resumed working for Tiffany. She became engaged again in 1896-1897, to Edwin Waldo, but he disappeared and no marriage occurred. She remained at Tiffany Studios until her marriage to Edward A. Booth in 1909.[6] While employed with Tiffany, Driscoll worked closely with a number of other ""Tiffany Girls"" including Alice Carmen Gouvy and Lillian Palmié.[6]",Arts - Glass arts,None,None,None,yes,523,undefined
847,1948 - Production of dextran as plasma substitute used by medical personal in the Korean and Vietnam wars.,"* Jeanes’ research led to the isolation of dextran-producing bacteria, providing for development of a mass production process * Dextran used in a dextran-based blood plasma extender, keeping someone who had lost a great deal of blood alive longer. * Used by medical personal in the Korean and Vietnam wars to treat injured soldiers. * Jeanes was the first woman to receive the Distinguished Service Award given by the Department of Agriculture in 1953.",Medical Blood transfusions,Acylation of Dextran in formamide; Methode of producing an atypically salt-responsive alkali-deacetylated polysaccaride; Method of increasing the viscosity of an aqueous solution of a deacetylated polysaccaride; Atypically salt-responsive alkali-deacetylated polysaccardie produced by xanthomonas campestris; Phosphomannan NRRL Y-2448; Method of producing phosphomannan by saccaride fermentation; Production of Dextranase; Preparation & use of polysaccaride producing enzyme; Phenanthrene dicarboxylic acid; 9-aroyl-10-phenanthroic acid,2587623; 3000790; 3096293; 3054689; 3021323; 2961378; 2742399; 2673828; 2231787; 2231788,James H Sloneker; Robert G. Benedict; Lynferd J. Wickerham; S. Peter Rogovin; Henry M. Tsuchiya; Helen M. Bricker; Carl A. Wilham; Harold J. Koepsell; Anna Kazenko; Eugene S. Sharpe; Roger Adams,yes,524,undefined
848,2000 - Bioengineering to develop new technologies to provide health care to vulnerable populations.,"* Richards-Kortum founded Rice360 Institute for Global Health to develop highly effective, low-cost healthcare solutions for underserved communities * Works to educate future leaders to innovate and implement solutions for underserved healthcare options * Developed a low-cost, battery imaging system that could detect premalignant tissue without a biopsy * Her lab works to advance nanotech & molecular imaging in order to develop portable & inexpensive optical imaging systems * Developed low-power devices for premature babies in impoverished areas at low-cost. low-cost battery imaging system to detect premalignant tissues without a biopsy; works to advance nanotech & molecular imaging to develop portable & inexpensive optical imaging systems; developed Pumani CPAP system to help newborns with breathing problems; developed BiliSpec a diagnostic tool for jaundice & DoseRight a solution for precise administration of liquid medicine to children; teaches students to be technological innovators who think in human terms","Medical Equipment, Medical Diagnostics ",Vision enhancement system for improved detection of epithelial neoplasia & other conditions; Bubble continuous positive airway pressure; Depth-resolved spectroscopy method & application; Multimodal miniature microscope; Method for probabilistically classifying tissue in vitro & in vivo using fluorescence spectroscopy; Methods & applications for diagnostic multispectral digital imaging; Applications for the characterization of tissue of epithelial lined viscus; Methods & applications for polarized reflectance spectroscopy; fiber-optic confocal imaging application & methods of use; Diagnostic method & application for cervical squamous intraepithelial lesions in vitro & in vivo using fluorescence spectroscopy; Acetic Acid as a signal enhancing contrast agent in fluorescence spectroscopy; Ascetic acid as a contrast in reflectance confocal imaging of tissue; Spectroscopic detection of cervical pre-cancer using radial basis function networks; spectroscopic method & application for optically detecting abnormal mammalian epithelial tissue; Near-infrared raman spectroscopy for in vitro & in Vivo detection of cervical pre-cancers; Multispectral imaging probe; Multispectral imaging method & application; Spectroscopic probe for in vivo measurement of raman signals; Optical probe for the detection of cervical neoplasia using fluorescence spectroscopy & application incorporating smae; Optical method & application for the diagnosis of cervical pre-cancer using raman & fluorescence spectroscopies; Optical method for the detection of cervical neoplasia using fluorescence spectroscopy; Method for laser induced fluorescence of tissue; spectral diagnosis of diseased tissue; Contour mapping of spectral diagnostics; Method & application for dose measurement; Enhancing contrast in biological imaging; Paper based spectrophotometric detection of blood hemoglobin concentration; Combined fluorescence & reflectance spectroscopy; Diagnosis of dysplasia using laser induced fluorescence; Probe for the detection of cervical neoplasia using fluorescence spectroscopy,7365844; 10314990;7499161; 7492535; 7236815; 6766184; 6697666; 6639674; 6370422; 6258576; 6241662; 6187289; 6135965; 6095982; 5991653; 5929985; 5920399; 5842995; 5699795; 5697373; 5612540; 5562100; 6571118; 5421339; 5623932; EP 1267709B1; EP0449883B1; EP0957744B1; CA 2215207C,Urs Utzinger; Ekaterina S. Svistisn; Z. Maria Oden; Jocelyn Kaye Brown; Robert H.J. Miros; Elizabeth Molyneux; Richard A. Schwarz; Ann M. Gillenwater; Nirmala Ramanujam; Anita Makadevan-Jansen; Michele Follen (later Mitchell); Calum MacAuldy; Konstantin Sokolov; Rebekah Drezek; Colin L. Smithpeter; Brett S. Bowman; Michael R. Descour; Anant Agrawal; Costas Pitris; Carrie Brookner; Andres F. Zuluaga; Kagan Tumer; Joydeep Ghosh; David R. Sandison; Mark R. Platzbecker; David L. Armour; Marcus J. Craig; Timothy D. Vargo; Randal R. Lockhart; Gregg Staerkel; Youseph Yazdi; Carter Kittrell; Robert M. Cothren; Michael S. Feld; JosephJ. Baraga; Kyungwon An; Richard P. Rawa; Young D. Park; Anand V. Mehta; Paola Taroni; Lucene Tong; Ramachandra R. Dasari; Julia Ellen Davidson Lukomnik; cindy M. Dink; amanda Michelle Guiterrez; Carlos Amaro; Tom collier; Joseph S. Yan; Meaghan McNeill Bond; John Neil Wright; Carlos Elguea; Anthony J. Durkin; Holger Fuchs; Douglas L. Heintzelman; Sharon Thomsen,"done ",525,"Medicine "
849,"Candy Land board game ","In 1948 Eleanor Abbott designed the board game Candy Land, while she was recovering from polio in San Diego, California. The game was made for and tested by the children in the same wards on the hospital. The children suggested that Abbott submit the game to Milton Bradley Company. The game was bought by Milton Bradley and first published in 1949.",Toys and Games,Candy Land,None,None,yes,676,undefined
850,Formation of the National Institute of Nursing Research,"Abdellah was passionate in the effort to improve nursing education. Early in her career, while working for Yale University, she became frustrated by the lack of scientific basis in the National League of Nursing guidelines, and proceeded to burn a stack of the curriculum guides in the Yale courtyard. She mentioned with some humor that it took well over a year for her to pay for the destroyed books. Throughout her career, Abdellah advocated for the strengthening of nursing school infrastructure. Specifically, she called for cross-disciplinary collaborations in nursing education; the teaching of specialized and budgeting skills in nursing graduate education; increased admittance of nursing students from minority backgrounds; and fostering humanistic skills in future nurses, such as compassion for patients. She was also a proponent of the teaching the teacher method, where graduate students are taught specialized skills so that they may teach the skills to future students. Abdellah created a typology of twenty-one areas of focus for the nurse. These problems were divided into three classes: physical, sociological and emotional needs of the patient; the types of nurse-patient interpersonal relationships; and common elements of patient care.",Medicine - Nursing Research,Abdellahs 21 Problems,None,None,yes,695,undefined
851,Mechanical Engineering,investigates the use of robots for lunar & planetary exploration; 1979 founder Agogino Engineering; developed sensor robots & dronesthat help protect 1st responders during emergencies & disasters,Educator,None,None,None,yes,667,undefined
852,2000 - Development of new biomimetic approaches for the synthesis of ordered mineral films,* Aizenberg developed new biomimetic approaches for the synthesis of ordered mineral films with highly controlled shapes & orientations * Discovered unique biological optical systems that outperform technological analogs * Characterized the associated organic molecules * Continues research in biomimetics.,"Chemical Biology ","Enhanced catalytic materials with partially embedded catalytic nanoparticles; Hi-surface area functional material coated structures; Hydrophobic barrier layer for ceramic indirect evaporative cooling systems; Formation of high quality titania, alumina & other metal oxide templated materials through coassembly; Slippery self-lubricating polymer surfaces; Structurally colored materials with spectrally absorbing components & Methods for making same; Sanitation systems & components thereof having a slippery surface; Slippery liquid-infused porous surfaces & Biological applications thereof; Modifying optical properties of thin film structures using an absorbing element; Band-gap tunable elastic optical multilayer fibers; Solidificable composition for preparation of liquid-infused slippery surfaces & methods of applying; Fluid-based gating mechanism with tunable multiphase selectivity & antifouling behavior; Containers, bottles, drums, vats & tanks having a slippery surface; Slips surface based on metal-containing compound; Anti-counterfeiting methods; Slippery surfaces with high pressure stability, optical transparency & self-healing characteristics; Manipulation of fluids in 3-d porous photonic structures with patterned surface properties; Micro-chemical mixing; Dynamic & switchable slippery surfaces; Fluid Oscillations on structured surfaces; Self-regulating chemo-mechano-chemical systems; Slippery liquid-infused porous surfaces having improved stability; Reconfigurable surfaces for information security & protection of physical biometrics; environmentally responsive optical micro structured hybrid actuator assemblies & applications thereof; Adaptive shading, display & color control; Low-temperature synthesis of silica; Assembly & deposition of materials using a superhydrophobic surface structure; Versatile high aspect ratio actuable nanostructured materials through replication; Surfaces physically transformable by environmental changes; Continuous flow micro-crusher; Chemical & biological detection arrays; Environmentally sensitive nanostructure surfaces; Nanostructured surfaces for microparticles analysis & manipulation; tunable lithography with a refraction mask; Reversible actuation in arrays of nanostructures; Large area induced assembly of nanostructures; Low adsorption surfaces; Reversibly adaptive rough micro-& nanostructures; Tunable micro-lens array; Devices having patterned regions of polycrystalline organic semiconductors & methods of making the same; Framework assisted crystal growth; Lenses with tunable liquid optical elements; Tunable field of view liquid microlens; ",11590483; 11325114; 11305235; 11192796; 11186731; 11155715; 11118067; 10982100; 10550272; 10539727; 10450467; 10422947; 10385081; 10330218; 10265694; 10233335; 10146007; 10011800; 9963597; 9937743; 9932482; 9932484; 9851310; 9839908; 9683197; 9681552; 9650548;9630224; 9492578; 9353646; 9279771;9229218; 9122055; 9121306; 9121307; 8993063; 8927464; 8833430; 8734003; 7998431; 7960167; 7927783; 7884530; 7883665; 7764004; 7106519; 6960255; 6891682; 6778328; CA2878683C; CA2825008; CA2819336;CA2825012C,"Elijah Shirman; Tanya Shirman; Michael Aizenberg; Nicolas Vogel; Mathias Kolle; Jomathan L. Grinham; Jack alvarenga; Martin Bechthold; Katherine Reece Phillips; Theresa M. Kay; Peter Vickusic; Robert D. Howe; Alex Vena; Jiaxi Cui; Stuart Dunn; Benjamin Hatton; Caitlin Howell; Philseok Kim; Tak sing Wong; Xi Yao; Ian burgess; Stefanie Utech; David A. Weitz; Natalie Koay; Sung Hoon Kang; Donald Ingber; Michael Super; Grant England; Calvin Russell; Xu Hou; Mughies Khan; Alexander Tesler; Ximin He; Lidiya Mishchenko; Marko Loncar; Paul Robert Kolodner; Thomas Nikita Krupenkin; Wendong Wang; Marc Scott Hodes; Joseph Ashley Taylor; Michael Bucaro; Oleksandr Sydorenko; Shu Yang; Mischa Megens; Zhenan Bao; Alejandro L. Briseno; Yong-Jin Han; Hyunsek Moon; Timofei Nikita Kroupenkine; Stanley Pau; Kam Yan Tang; ","done ",653,Chemistry; Biology
853,Chat Room and Messaging Systems,Holds 35 patents,Inventor,"System & method for providing an intelligent multi-step dialog with a user; Graphical user interface for chat rom with thin walls; Voting in chat system without topic-specific walls; Advertising in chat system without topic-specific rooms; Advertising feedback in messaging systems; System & method for concurrent display of messages from multiple conversations; Broadcasting in chat systems without topic-specific rooms; Chat toom with thin walls; Chat system without topic-specific rooms; Graphical user interface for messaging system; Personalized advertising in messaging systems; Systems & methods for relaying messages in a communication system; Systems & methods for permission-based advertising in message systems; Search-based advertising in messaging systems; Advertising in messaging systems based on user interactions; Systems & ethods for relaying messages in a communications system based on message content; Systems & methods for presenting messages in a communication system; Sstems & methods for permission-based message dissemination in a communications system; Systems & methods for relaying messages in a communications system based on user interaction; system & methods for unsubscribing from tracked conversations; Chat system without topic-specific rooms; Voting in chat systems without topic-specific rooms; ","7539656; 7337158; 8015246; 7860928; 7860928; 7904500; 13/043422; 9021372; 8312090; 8006191; 7865553; 8886738; 8386576; 13/043418; 7899869; 9787626; 9577964; 15091472; 10616172; 9948596; 8868669; 13043412; 13043403; 17559907; 11233765; 10320736; 10225229; 10154002; 9876754; 9619813; 8606870; 8301698; 9301709; 1275042; ","Raya Fratkina; Mark A. Angel; Max Copperman; Scott B. Huffman; David kay; Robert Stern; Jeffrey Rudy; ",yes,881,undefined
855,POSH Pillow for mastectomy patients,"someone close to me had breast cancer and, as a result, underwent bilateral mastectomy and reconstruction surgeries. After witnessing her discomfort in the car during the post-operative healing period, I used my knowledge of sewing to create a specially shaped pillow to help her travel comfortably. Seeing how she benefited physically and emotionally, I wanted to make these pillows accessible to everyone free of charge.  ?  As a result, the POSH (Post-Op Supportive Hug) Pillow Project was born. I am eager to provide POSH Pillows to anyone who needs them. see https://www.poshpillowproject.com/about",Medical devices,POSH Pillow,None,None,yes,785,undefined
856,Early Greek astronomer who could predict lunar eclipses,"Aglaonice or Aganice of Thessaly was a Greek astronomer and thaumaturge of the 2nd or 1st century BC. She is mentioned in the writings of Plutarch and in the scholia to Apollonius of Rhodes as a female astronomer and as the daughter of Hegetor (or Hegemon) of Thessaly. She was regarded as a sorceress for her (self-proclaimed) ability to 'make the moon disappear from the sky', which has been taken – first by Plutarch and subsequently by modern astronomers – to mean that she could predict the time and general area where a lunar eclipse would occur. By studying the moon's cyclical patterns she could predict lunar eclipses.",Astronomy,None,None,None,yes,607,undefined
857,"Network Science ",Co-creator of Barabasi-Albert algorithm with Albert Laszlo Barabasi,Network Science,Barabasi-Albert algorithm,None,Albert-Laszlo Barabasi,yes,685,undefined
858,2000 – Water purification process for use in low-income communities and in times of natural disaster.,"* Alcantar focused on the development of a method using natural materials extracted from a cactus plant as a non-toxic, renewable procedure to purify water. *  Taught by her grandmother about native medicinal plants in Mexico, she discovered that the mucilage of nopal of prickly pear cactus purified water. * Used this process to assist people during the 2010 Haiti earthquake * Process also successful in purifying water in areas where heavy metals and bacteria went into the groundwater * Following the 2010 Deepwater Horizon oil spill, Alcantar found that this process could purify water that was tainted with oil.",Chemical Engineering,Degradation of off-flavor compounds in aquaculture systems; Inhibition of fermentation of amyloid b-protein fibrils using cactus mucilage; Ammonia removal in freshwater & saltwater systems; Scaling-up off-flavor compound degradation using aquaculture reacting canister technology; Inhibition of fermentation of amyloid ?-protein fibrils using cactus mucilage extracts; System for removing ammonia from a freshwater system; Composition & method to reduce sediment & bacterial contamination from water; Electrospun cactus mucilage nanofibers; Composition & methods for reducing or preventing medical device-related infections; Cactus mucilage & ferric Ions for the removal of arsenate (As(V)) from water; Enhanced targeted drug delivery system via chitosan Hydrogel & chlorotoxin; Use of cactus mucilage as a disoersant & absorbant for oil in oil-water mixture; Method of controlled delivery for use in electrochemical power sources; Transparent conducting composition (TTCs) for creating chemically active surfaces; Water purification method using plant molecules; Cutin-like materials with advanced functionabilities & methods of manufacturing,11278011; 10946056; 10766790; 10660315; 10391135; 10166528; 10138143; 10125037; 10105656; 9839709; 9776895; 9555392; 9522114; 9339574; 9163374; 9125959; 8501338; 8163418; 8034302; 7943259; 7943049; 10934453; 10253208;,Daniela Miranda de Lima Stebbins; Kevan Main; David Morgan; Zeinab Veisi; Leonid Breydo; Vladimir N. Uversky; Ryan G. Toomey; Tunan Peng; Eva Stephanie Lobbens; Wen Zhao; Sarina Joy Ergas; BabuJoseph; Kevin A. Young; Audrey Lynn Buttice; Sylvia W. Thomas; Yanay Pais; Mark Lawrence Kayton; Daniel Restrepo; Nicholas S. Laconi; Michael Pierce Ebaugh; Dawn I. Fox; Rana Falahat; Marzenna Wiranowska; Andres M. Cardenas-Valencia; Xiaoling Ding; Lawrence C. Langebrake; Julie Harmon; Fei Guo;,yes,716,undefined
859,1966 First identification of the corona viruses using immune electron microscopy (IEM),"Almeida succeeded in identifying viruses that were previously unknown, including—in 1966—a group of viruses that was later named coronavirus due to their crown-like appearance. Her immune electron microscopy (IEM) innovations and insights contributed to research related to the diagnosis of hepatitis B, HIV, and rubella, among other viral diseases. Her electron micrographs continue to be included in virology review textbooks, decades after she produced them. Almeida's work received new attention during the early months of the COVID-19 pandemic. Her little-known story became known through multiple publications about her work. According to professor of bacteriology Hugh Pennington, Chinese scientists credited Almeida's work, including techniques she developed, with the early identification of coronavirus disease 2019. ",Biology - Virology,None,None,None,yes,466,undefined
860,"Conductor of the Baltimore Symphony Orchestra and other music ensembles ","Alsop has founded multiple professional music groups: NY String Ensemble in 1981, the female jazz ensemble String Fever,  and in 1984 Concordia, a 50-piece orchestra specializing in 20th century American music. In 2002 she also founded Taki Concordia Conducting Fellowship (now Taki Alsop Conducting Fellowship) for female conductors.  Alsop is also invested in music education. Some initiatives she made while at the Baltimore Symphony Orchestra include a Webumentary Film Series, a free iTunes podcast titled ""Clueless About Classical"" & the OrchKids program directed at underprivileged Baltimore youth. Alsop believes that music has the power to change lives and is internationally known for her innovative approach to programming & audience development. In 2022 she created ""Breaking Barriers"", an annual summer festival celebrating women composers, conductors & artists.",Arts - Music,None,None,None,yes,645,undefined
861,"Composed musical compositions, including songs and marches","Under the pseudonym E.B. Miriam composed musical pieces, including songs & marches for piano & band; ""Boston Elite Quickstep"" was reportedly performed by Sousa's band & another of her compositions was used by Theodore Roosevelt's presidential campaign in 1904.",Music,NULL,NULL,NULL,yes,36,undefined
862,Composed the Gaelic Symphony and the Mass in E-flat major,"A major compositional success for Beach came with her Mass in E-flat major, which was performed in 1892 by the Handel and Haydn Society orchestra, which since its foundation in 1815 had never performed a piece composed by a woman. Newspaper music critics responded to the Mass by declaring her one of America's foremost composers, comparing the piece to Masses by Cherubini and Bach. Beach followed this up with an important milestone in music history: her Gaelic Symphony, the first symphony composed and published by an American woman. It premiered October 30, 1896, performed by the Boston Symphony ""with exceptional success,"" although ""whatever the merits or defects of the symphony were thought to be, critics went to extraordinary lengths in their attempts to relate them to the composer's sex.”",Arts - Music,None,None,None,yes,819,undefined
863,"identified Cystic Fibrosis, and developed a diagnostic test","1938 1st to name & identify CF as a separate, likely genetic disease transmitted in a recessive manner; developed a simple diagnostic test for CF; did ground-breaking research in nutrition; examined glycogen storage disease type IV (AKA Andersen's Disease); studied cardiac malformations in great detail * had an extensive collection of malformed hearts; left a valuable catalogue of disease used to pioneer new surgical treatments; researched endocrine glands & female reproduction 1930-35; treated her CF patients with specific diet changes, vitamins & pancreatic enzymes treated CF-related lung infections with antibiotics; her treatment was critical in increasing the life-expectancy of CF patients; 1951 with Dr. Walter Kessler hypothesized CF patients are especially susceptible to heat prostation; 1953 co-authored 1st report of excessive chloride loss in CF sweat","Medicine, Diagnosis and Testing",None,None,None,yes,576,undefined
864,Educator,"Founder AARP & NRTA; as an educator set high academic standards & established innovative community-involvement programs to develop students' character & skills while breaking down cultural barriers between them; offered nigh-school programs for parents; worked to develop affordable group health insurance policy for members, was turned down by 42 insurers before finding a company willing to take the risk of insuring older adults; AARP offered affordable insurance 7 years before Medicare was established; founded Institute of Lifetime Learning",Elder Activist,None,None,None,yes,694,undefined
865,United Order of Tents,"he United Order of Tents works to care for the sick and the elderly, to help those in need and to bury the dead.[6][3] Historically, the group also helped provide loans to members when banks refused to give them loans.[6] The Tents also helped provide shelter, food and healthcare to people in their communities.[7]  The organization has rituals and customs that it keeps secret and only imparts to members of the Tents.[8] Some women, in honor of their above-average service through the organization, are named Queens.[6] All women also call each other Sister.[6]",Social Justice,NULL,NULL,NULL,yes,899,undefined
866,Lock Picking expertise and tools,"Christina Palmer. Christina has been picking locks since 1975, has done dedicated studies on different aspects of lock picking, and is a lock pick designer who has worked with multiple pick manufacturers to help create better tools.  see https://www.lockpickextreme.com/women-locksport-series-christina-palmer/","Technology, Lock Picking",NULL,NULL,NULL,yes,900,undefined
867,1947 ENIAC- Subroutine (function) use in computer programming,"During her work programming the ENIAC, Antonelli is credited with the invention of the subroutine. Together with her Eniac colleagues, she developed subroutines, nesting & other fundamental programming techniques & invented the discipline of programming digital computers. She was one of the operators on the Los Alamos nuclear calculations. Antonelli led the group of programmers who converted ENIAC into a stored program computer by March 1948.",Computer Science - Eniac,Subroutines,None,None,yes,553,undefined
868,2013 Child Care and Development Block Grant Act of 2013,"Mikulski introduced a bill in Congress that would reauthorize the Child Care and Development Block Grant Act of 1990 to provide block grants to the states to help low-income parents find child care for their children. In addition to reauthorizing the program, it also makes amendments to the law to try to improve it. Some of those improvements include required background checks on grant recipients and annual inspections. The Child Care and Development Block Grant is the main federal program to help families pay for child care. States use the block grants they receive from the federal government to subsidize child care, mostly through voucher programs. Mikulski also helped pass the Ledbetter Fair Pay Act to guarantee equal pay for equal work. Spousal Impoverishment Act - helped elderly couples pay for care without first losing their homes. She worked to end gender discrimination in health care and guarantee women access to preventative care through the Mikulski Women's Prevention Health Amendment. In 1990 she helped establish Office of Women's Health and Resources at the National Institute of Health.",Politics - Social Justice,NULL,NULL,NULL,yes,901,undefined
869,Millennial Influencer,"founder & executive director of ScholarChips; plus-size model, motivational speaker; has a podcast& radio show",Millennial Influencer,None,None,None,yes,891,undefined
870,Mechanical Engineering,"renowned scholar of theoretical & experimental mechanics of macromolecular materials; developed a new helmet technology that is capable of dissipating a significant portion of kinetic energy that travels through the head after impact before that energy reaches the brain; developed a highly successful model for ACL repair that restores native anatomy & function within 6-9 months of implementation & started a company, STEL Technologies LLC in 2013 to market the technology; 1993 published the Arruda-Boyce model for the behavior of rubber-like polymers with Maria Cunningham Boyce",Mechanical Engineering,"Engineered tendon graft for rotator cuff repair; Bioreactor & method of forming complex 3-D tissue constructs; Synthesis & use of aramid nanofibers; Blast/impact frequency tuning mitigation; Scaffold-free 3-D nerve fibroblast constructs; System & method for forming bone, ligament & bone-ligament constructs; Ultrastrong & stiff layered polymer nanocomposites & hierarchical laminate materials thereof; System & method for forming skeletal muscle constructs having functional tissue interfaces; system & method for forming a connective tissue construct; System & method for forming a cardiac muscle construct",11547551; 11078454; 10167444; 10160833; 10101129; 10094641; 10041767; 9958238; 9592255; 9259510; 9056951; 8764828; 8097455; 7422900; 7338798,Lisa M. Larkin; Michael Smietana; Asheesh Bedi; Stoyna Novakova; Pablo Moncada-Larrotiz; Nicholas A. Kotov; Ming Yang; Keqin Cao; Michael D. Thouless; Anthony M. Waas; Carlos A. Pons Siepermann; Ryan M. Anderson; Tanaz Rahimzadeh; Paul Podsiadlo; Bong Sup Shim; Sarah Calve; Tatiana Y. Kostriminova; Paul E. Kosnik; Robert G. Dennis; Ravi K. Birla; Marvin O. Boluyl; Keith R. Baar; Gregory H. Borschel,yes,652,undefined
871,Day Eagle Hope Project on Fort Belknap Reservation in Montana,"Hawley and her aunt drove cancer patients to and from treatment, and Hawley provided gift cards for gas, food, and hotels for those in need on her reservation, where many live below the poverty level and lack transportation and cell phone service. She also offered support workshops to connect anyone with medical hardships to available services.  see https://www.cnn.com/2023/08/18/us/montana-cancer-native-american-reservation-food-insecurity-cnnheroes/index.html","Community Outreach ",NULL,NULL,NULL,yes,902,undefined
